sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
88,198,04,2773.26,1040.32,2607.18,1.42
89,188,04,2433.88,1050.59,2261.8,1.45
110,188,05,663.29,352.25,590.18,1.61
109,36,05,1711.18,720.24,1599.7,1.42
118,35,06,1287.14,718.12,1178.59,1.46
114,148,05,1884.04,549.18,1807.95,1.34
117,45,06,2472.36,1152.24,2275.68,1.49
157,102,04,2611.89,852.8,2466.68,1.42
113,158,05,2671.42,929.45,2534.35,1.38
56,195,04,1932.94,596.14,1866.95,1.29
58,175,04,2663.74,1003.33,2475.33,1.48
59,165,04,3210.14,821.38,3101.18,1.31
118,108,05,1710.38,554.4,1645.02,1.31
114,75,06,3383.39,1122.11,3204.28,1.4
156,112,04,3234.08,1177.9,3018.32,1.46
60,4,06,1587.16,886.95,1433.87,1.52
75,65,05,2173.35,933.95,2010.8,1.47
116,128,05,1175.1,344.47,1130.04,1.32
6,33,06,4177.88,1452.7,3936.73,1.42
112,95,06,2676.21,1107.71,2456.31,1.52
153,142,04,1172.44,742.0,1043.79,1.57
4,53,06,1186.14,589.75,1105.33,1.41
116,55,06,3198.43,1438.55,2933.8,1.51
151,162,04,691.43,320.32,637.89,1.48
8,13,06,1877.66,710.28,1778.35,1.37
9,89,04,2375.85,821.46,2241.37,1.41
8,99,04,2578.17,789.23,2455.46,1.38
1,83,06,2062.71,780.34,1938.55,1.42
155,122,04,2594.51,1165.98,2399.67,1.47
7,23,06,4282.06,1785.76,3930.77,1.52
150,172,04,1974.36,681.42,1875.02,1.37
2,73,06,3004.68,969.41,2860.58,1.37
137,38,04,2083.32,757.4,1966.54,1.4
138,28,04,2780.11,780.57,2683.52,1.3
139,18,04,2566.38,911.6,2410.54,1.43
136,48,04,1645.48,608.53,1533.75,1.47
154,132,04,1340.12,541.97,1236.04,1.51
31,3,05,1733.59,688.92,1644.75,1.35
7,183,05,4318.9,1463.27,4092.1,1.39
131,98,04,529.22,317.34,467.4,1.62
9,163,05,3617.18,1060.5,3472.86,1.33
8,173,05,3759.81,1319.46,3541.02,1.42
132,88,04,1063.25,435.61,989.6,1.45
133,10,06,3087.99,1189.65,2866.81,1.48
6,193,05,3973.66,1473.68,3719.86,1.44
152,152,04,245.96,268.66,155.35,2.55
130,40,06,1487.46,481.54,1426.58,1.33
133,78,04,2766.55,836.68,2637.59,1.37
17,83,05,2080.94,621.82,2001.47,1.32
132,20,06,2976.54,1591.68,2666.02,1.57
135,58,04,1252.6,570.37,1138.17,1.55
16,93,05,2789.98,936.2,2637.94,1.41
131,30,06,3482.38,1363.93,3247.57,1.46
112,193,05,3073.91,865.38,2969.88,1.3
118,133,05,625.95,332.39,585.57,1.39
113,183,05,3140.54,1111.52,2978.88,1.37
155,151,04,1968.83,704.21,1850.15,1.43
157,131,04,1950.0,699.2,1823.15,1.46
134,68,04,2411.66,836.02,2276.41,1.41
119,123,05,606.62,320.84,551.17,1.51
158,121,04,2481.68,952.86,2314.95,1.46
114,173,05,2551.84,709.02,2453.79,1.33
100,122,04,1666.78,680.0,1546.92,1.47
101,112,04,844.76,390.7,773.68,1.51
117,143,05,1513.86,505.88,1450.82,1.32
159,111,04,2914.04,905.1,2800.37,1.32
116,153,05,1935.32,563.58,1851.47,1.36
161,2,06,4625.29,1737.07,4316.12,1.46
130,19,06,1719.34,908.42,1555.17,1.54
170,185,04,4039.37,1676.58,3735.75,1.48
171,175,04,1021.73,495.46,913.31,1.63
172,165,04,1930.43,775.12,1796.01,1.46
115,163,05,2483.37,517.4,2430.72,1.23
175,135,04,2199.13,781.42,2053.61,1.47
149,62,06,3300.33,918.85,3162.63,1.35
174,145,04,1745.41,557.14,1657.4,1.39
153,171,04,2460.04,767.47,2345.43,1.37
147,82,06,2421.52,983.75,2262.09,1.44
67,195,04,1445.13,650.9,1331.12,1.48
69,175,04,3404.43,1075.81,3244.31,1.36
173,155,04,1863.0,659.07,1759.78,1.4
146,92,06,2783.17,973.88,2640.69,1.38
154,161,04,734.38,431.6,640.53,1.66
176,125,04,2937.23,1243.25,2683.84,1.54
177,115,04,3792.87,1092.21,3635.86,1.34
152,181,04,271.72,251.33,196.71,2.29
130,150,06,1175.48,491.72,1114.15,1.38
131,140,06,882.36,573.39,770.23,1.65
178,105,04,3923.31,1259.63,3702.53,1.43
134,110,06,1928.43,841.47,1774.17,1.5
82,196,04,1935.64,746.12,1810.07,1.44
86,156,04,1712.33,605.38,1616.62,1.4
89,126,04,1782.21,868.86,1621.15,1.53
99,190,04,2551.41,737.58,2440.09,1.36
85,166,04,1728.62,804.41,1549.45,1.61
132,130,06,205.34,189.04,141.13,2.69
88,136,04,1644.81,588.96,1544.32,1.44
156,141,04,2250.11,726.06,2128.21,1.41
137,17,05,3145.58,943.45,3009.85,1.35
132,67,05,2453.78,1056.54,2309.16,1.39
130,87,05,1624.4,910.76,1467.34,1.54
133,57,05,2313.75,583.24,2240.78,1.29
84,176,04,2772.74,949.53,2616.17,1.41
135,100,06,425.94,348.45,331.36,2.05
161,194,04,384.07,282.03,278.46,2.54
163,174,04,1115.69,426.71,1046.85,1.43
151,191,04,728.39,373.05,644.67,1.65
162,184,04,1230.79,446.35,1159.29,1.41
74,56,04,1603.36,508.06,1527.21,1.37
75,46,04,3239.95,1130.39,3042.35,1.44
167,134,04,3721.37,1358.75,3463.86,1.48
59,133,05,2053.4,712.03,1945.12,1.39
54,183,05,3750.64,1304.2,3519.66,1.44
131,77,05,2348.05,943.71,2172.57,1.49
83,186,04,1267.14,446.4,1197.37,1.4
53,193,05,3732.0,1129.55,3548.84,1.39
196,14,05,446.0,307.77,374.55,1.77
193,44,05,3410.84,1010.36,3275.62,1.33
190,74,05,2627.37,956.67,2455.64,1.46
57,153,05,3722.06,886.88,3611.64,1.28
178,4,06,3746.61,1521.71,3466.53,1.48
194,34,05,3949.4,1290.08,3728.51,1.42
55,173,05,2992.28,1127.38,2773.28,1.49
134,47,05,1874.95,690.38,1757.55,1.44
165,154,04,2665.27,980.23,2501.76,1.43
192,54,05,3261.32,1130.77,3073.37,1.42
2,3,05,356.2,321.67,225.34,3.09
56,163,05,3385.17,737.6,3296.14,1.27
132,28,06,1982.6,1140.14,1760.9,1.59
136,27,05,2370.25,638.34,2292.84,1.29
166,144,04,3822.46,1299.12,3604.56,1.42
133,18,06,1389.6,679.45,1279.65,1.47
58,143,05,2156.15,783.93,2007.81,1.48
87,146,04,2213.29,636.23,2120.69,1.35
195,24,05,2274.62,744.06,2194.38,1.29
168,124,04,4747.11,1591.07,4476.59,1.42
130,48,06,1166.98,544.09,1073.07,1.49
133,120,06,1023.49,603.0,921.56,1.54
70,96,04,1897.52,630.89,1794.77,1.41
181,53,04,3623.67,984.48,3481.01,1.34
184,23,04,2176.8,772.83,2057.79,1.4
183,33,04,2334.17,552.86,2279.75,1.23
101,6,04,3433.33,971.97,3297.39,1.33
169,114,04,5737.44,1672.26,5492.9,1.35
185,13,04,4278.99,1291.44,4099.18,1.34
71,86,04,1250.4,538.77,1166.9,1.44
131,38,06,1753.67,1120.25,1528.9,1.72
164,164,04,334.4,862.55,167.87,2.58
135,37,05,2208.06,814.38,2072.7,1.42
73,66,04,559.86,245.79,517.42,1.48
78,16,04,1813.65,632.18,1715.54,1.39
28,130,04,1988.42,961.25,1857.07,1.41
25,160,04,3578.84,1186.5,3366.24,1.44
29,120,04,1103.85,388.04,1050.54,1.36
72,76,04,1353.44,558.82,1262.35,1.43
26,150,04,2922.47,867.35,2800.56,1.34
24,170,04,3085.18,942.29,2949.88,1.35
27,140,04,3016.86,980.02,2872.06,1.36
77,26,04,2946.86,933.79,2817.25,1.34
197,25,04,3532.24,1206.76,3352.93,1.37
190,95,04,2051.42,658.72,1945.36,1.4
22,190,04,3502.45,994.7,3355.7,1.35
196,35,04,2564.87,651.16,2490.46,1.27
195,45,04,2340.56,588.41,2268.87,1.28
117,5,06,4804.85,1668.4,4509.87,1.44
23,180,04,566.57,376.39,434.03,2.32
193,65,04,3034.34,1014.52,2850.34,1.44
191,85,04,3163.67,821.63,3059.81,1.3
198,15,04,3638.71,948.66,3518.42,1.3
194,55,04,2603.35,1126.54,2364.3,1.56
170,192,04,4221.86,1629.57,3935.17,1.45
173,162,04,881.65,380.92,815.88,1.48
171,182,04,735.54,509.9,616.22,1.77
67,5,04,1751.95,679.15,1643.71,1.42
174,152,04,993.58,384.25,929.29,1.44
192,75,04,3510.04,842.06,3408.41,1.28
81,9,04,1030.59,554.51,903.28,1.68
66,99,04,985.03,387.04,926.83,1.4
67,89,04,2056.43,724.23,1940.06,1.41
175,142,04,2296.36,660.22,2212.16,1.31
68,79,04,1142.94,513.44,1044.96,1.53
69,69,04,436.68,783.48,232.52,2.84
172,172,04,332.71,342.01,208.25,2.79
123,22,06,2667.28,1127.43,2450.14,1.57
122,32,06,2524.05,1509.58,2261.39,1.54
120,52,06,2316.08,993.68,2170.37,1.41
176,132,04,2608.07,915.63,2443.06,1.45
129,6,06,4308.46,1763.28,3946.31,1.54
121,42,06,1429.56,677.82,1308.92,1.51
177,122,04,3733.77,1322.79,3529.64,1.39
100,115,04,1543.04,621.58,1429.81,1.48
101,105,04,597.85,291.0,546.15,1.51
124,12,06,3103.0,900.36,2978.65,1.33
179,102,04,3338.02,801.45,3244.93,1.27
157,41,06,3673.1,1237.25,3457.0,1.44
154,71,06,2943.29,1211.4,2701.32,1.53
155,61,06,2861.96,1224.61,2597.85,1.58
152,91,06,2983.25,1122.39,2777.84,1.47
91,178,06,1507.89,818.7,1340.02,1.61
97,118,06,1419.1,845.09,1254.22,1.61
98,108,06,514.76,354.28,463.68,1.52
93,158,06,844.29,540.74,720.93,1.76
156,51,06,3233.47,1261.66,3000.87,1.48
96,128,06,876.47,597.12,736.36,1.79
153,81,06,3874.34,1262.95,3670.4,1.4
90,188,06,3306.65,1618.51,2966.21,1.59
192,8,06,4510.34,1666.39,4205.89,1.46
95,138,06,2157.26,964.1,1950.21,1.58
110,41,05,1142.2,440.89,1067.6,1.44
112,21,05,1303.15,501.93,1229.2,1.39
113,11,05,2058.1,631.62,1966.09,1.36
92,168,06,3865.79,1866.56,3456.57,1.62
159,21,06,3031.36,1116.17,2837.45,1.44
178,88,06,3133.36,1459.91,2779.54,1.67
177,98,06,3582.98,1510.05,3270.81,1.55
94,148,06,1721.31,781.34,1582.69,1.5
158,31,06,4346.02,1845.13,3968.96,1.54
179,78,06,4217.52,1469.0,3960.18,1.44
49,75,05,2449.39,803.68,2314.11,1.42
48,85,05,1202.61,447.06,1127.43,1.44
105,3,05,2701.23,727.08,2604.68,1.31
47,95,05,2466.99,857.46,2319.35,1.44
62,137,05,2172.97,634.97,2081.76,1.35
60,157,05,3118.87,873.22,3004.17,1.32
71,33,06,2362.6,1173.38,2161.82,1.49
73,13,06,1824.93,814.21,1706.33,1.41
30,27,04,1362.5,512.23,1272.11,1.46
31,17,04,1445.81,456.7,1388.89,1.31
147,80,04,3762.46,930.46,3639.28,1.31
146,90,04,2885.61,748.65,2788.91,1.3
148,70,04,3414.63,896.43,3285.61,1.34
32,34,06,511.96,681.95,269.82,3.78
30,54,06,1793.05,1305.52,1539.85,1.66
33,24,06,1489.58,1273.22,1215.81,1.79
34,14,06,2478.35,989.43,2320.35,1.43
170,132,06,3783.07,1746.62,3389.13,1.61
171,122,06,3543.1,1342.67,3284.04,1.49
173,102,06,2626.94,855.78,2512.9,1.34
172,112,06,3934.79,1662.53,3584.31,1.56
126,155,04,2374.29,784.65,2254.41,1.38
129,125,04,463.28,342.35,387.75,1.77
128,135,04,524.98,234.89,486.05,1.46
125,165,04,3561.26,1163.27,3366.46,1.41
124,175,04,2595.89,832.7,2452.91,1.42
127,145,04,1603.87,562.9,1520.53,1.38
6,17,04,3103.08,1002.08,2946.17,1.38
3,47,04,2021.54,561.57,1946.56,1.33
123,185,04,2123.21,874.15,1984.12,1.43
1,67,04,1444.06,492.33,1369.95,1.38
102,15,05,1779.24,697.83,1667.54,1.42
2,57,04,2104.97,557.71,2031.61,1.31
100,35,05,2285.83,804.2,2183.42,1.34
5,27,04,3348.46,872.39,3229.52,1.32
128,7,04,3467.83,1022.47,3303.33,1.38
75,169,06,2057.48,948.89,1853.11,1.6
73,189,06,2924.1,975.4,2752.79,1.43
101,25,05,1257.74,535.68,1155.02,1.51
167,10,05,1831.45,770.11,1700.98,1.46
160,80,05,1879.65,715.41,1748.27,1.47
90,139,04,1510.92,680.01,1371.85,1.56
91,129,04,2162.88,1107.11,1886.12,1.71
93,109,04,2532.01,944.3,2365.87,1.45
77,149,06,3932.0,1394.2,3663.11,1.48
92,119,04,1871.22,924.93,1666.54,1.62
163,50,05,2919.83,823.39,2821.13,1.3
76,159,06,3860.09,1542.57,3570.26,1.49
161,70,05,3019.02,1139.56,2815.1,1.46
107,191,05,2523.54,514.89,2471.06,1.23
109,171,05,3562.07,1073.51,3393.7,1.38
165,30,05,3971.91,1301.14,3794.39,1.34
108,181,05,2653.23,809.34,2538.04,1.35
164,40,05,3042.97,767.24,2954.34,1.27
79,129,06,2242.37,1187.97,1993.27,1.61
48,12,05,1615.99,593.42,1521.92,1.41
41,28,05,884.71,527.65,802.37,1.5
40,38,05,1411.69,704.66,1275.71,1.55
40,92,05,3060.06,952.83,2911.88,1.38
42,18,05,1911.75,782.65,1806.17,1.37
41,82,05,1802.7,615.46,1703.81,1.4
19,2,06,4181.96,1648.83,3926.09,1.41
47,22,05,971.41,432.91,888.68,1.53
166,20,05,4594.26,1469.87,4386.04,1.35
44,52,05,1713.55,499.18,1646.78,1.32
78,139,06,2355.43,1030.71,2139.13,1.57
166,139,06,2773.66,1214.91,2516.75,1.58
45,42,05,998.51,460.42,908.7,1.54
164,159,06,364.44,340.45,282.95,2.14
113,12,06,2757.03,1250.35,2545.7,1.47
112,22,06,2463.01,1289.51,2229.85,1.54
74,179,06,3725.39,1301.33,3494.66,1.44
46,32,05,1698.24,536.4,1625.04,1.34
162,179,06,1611.38,727.12,1485.13,1.49
111,32,06,2412.9,1021.84,2238.83,1.46
162,60,05,3505.91,1182.93,3306.0,1.42
110,42,06,1612.89,1357.39,1288.51,1.88
43,62,05,2096.75,695.81,1995.07,1.37
165,149,06,3709.21,1611.25,3375.39,1.56
161,189,06,352.49,370.88,203.87,3.37
160,118,05,3164.52,998.43,2998.21,1.4
161,108,05,2946.83,883.04,2817.84,1.35
163,169,06,4474.03,1416.56,4268.06,1.36
197,9,06,705.55,470.8,607.29,1.69
169,109,06,5678.97,1942.87,5306.51,1.48
98,191,06,1692.05,811.04,1567.41,1.46
99,181,06,3488.79,1196.31,3291.55,1.42
167,129,06,3713.07,1279.47,3518.86,1.38
103,97,06,1297.75,603.49,1218.57,1.4
106,67,06,2922.42,1594.11,2645.5,1.52
108,47,06,1006.26,645.29,874.33,1.69
145,138,04,1269.43,422.73,1211.18,1.35
147,118,04,556.74,328.96,492.25,1.61
143,158,04,1362.15,424.88,1303.78,1.34
104,87,06,2597.03,1225.7,2400.06,1.46
140,188,04,2392.85,966.34,2248.6,1.41
105,77,06,3182.35,1310.83,2927.34,1.51
148,108,04,2121.22,625.2,2043.12,1.31
144,148,04,728.25,291.63,675.53,1.48
48,6,06,3169.34,1204.52,2949.98,1.47
194,100,05,2344.01,884.3,2176.08,1.49
190,140,05,335.62,362.12,240.86,2.1
191,130,05,1554.03,455.1,1494.2,1.32
141,178,04,3036.9,921.44,2908.11,1.34
109,37,06,1937.32,966.27,1742.68,1.63
192,120,05,2623.15,760.41,2514.03,1.34
193,110,05,2920.83,777.73,2815.42,1.32
146,128,04,1354.4,617.88,1249.05,1.47
101,21,05,2101.67,743.06,1984.0,1.4
100,31,05,2349.52,776.79,2234.76,1.37
102,11,05,2192.95,692.32,2089.48,1.37
29,143,05,1775.09,566.18,1709.53,1.3
28,153,05,1987.81,585.32,1910.27,1.33
26,173,05,3286.28,995.1,3150.31,1.34
27,163,05,3279.46,957.56,3168.54,1.29
53,88,06,1283.57,642.28,1174.2,1.5
24,193,05,4073.76,1137.16,3894.74,1.37
57,48,06,1107.74,655.05,971.06,1.66
101,7,05,2993.98,949.18,2849.75,1.38
142,18,04,1935.43,773.88,1820.09,1.4
141,28,04,1912.22,703.06,1818.51,1.36
140,38,04,2587.36,920.59,2438.24,1.41
70,56,04,1509.28,497.83,1428.21,1.4
74,16,04,1555.44,555.84,1469.35,1.4
71,46,04,1229.79,453.06,1162.5,1.38
73,26,04,2496.3,917.42,2350.91,1.41
25,183,05,4141.93,1201.79,3995.18,1.3
54,78,06,2572.43,961.77,2410.24,1.44
1,100,04,2489.09,804.64,2368.65,1.37
10,10,04,308.49,383.0,197.21,2.4
56,58,06,1031.95,502.81,951.37,1.49
52,98,06,2738.93,969.83,2593.33,1.38
59,28,06,2338.03,1219.86,2078.35,1.62
125,190,04,2197.71,655.28,2105.5,1.34
128,160,04,2378.02,728.63,2262.39,1.38
129,150,04,1093.4,287.57,1058.16,1.29
96,7,06,3763.21,1291.97,3554.71,1.41
126,180,04,928.17,526.79,791.12,1.79
55,68,06,813.23,571.73,716.85,1.58
127,170,04,3931.89,1210.77,3746.75,1.37
193,4,05,3597.32,1301.19,3388.43,1.41
179,84,05,3410.1,1200.05,3212.57,1.42
178,94,05,1920.59,796.54,1761.72,1.53
25,14,04,1653.42,539.78,1574.57,1.36
6,7,05,817.32,588.17,600.9,2.38
23,34,04,1626.0,534.78,1558.19,1.32
58,38,06,2372.06,1369.53,2101.51,1.61
118,158,04,2607.21,709.7,2515.75,1.31
115,188,04,861.69,363.57,800.13,1.46
114,198,04,1541.14,610.18,1461.74,1.36
196,15,06,760.47,454.67,685.17,1.54
22,44,04,1622.79,657.6,1525.71,1.4
119,148,04,1881.38,530.25,1814.5,1.3
193,45,06,2738.89,1251.51,2451.89,1.63
24,24,04,287.92,301.29,189.52,2.53
190,75,06,2458.99,1003.17,2263.08,1.52
21,54,04,2900.76,748.57,2808.55,1.29
192,55,06,3515.4,1416.58,3236.47,1.52
76,9,06,987.79,595.09,863.8,1.66
195,25,06,2949.06,909.13,2826.1,1.33
194,35,06,4070.98,1418.06,3817.7,1.45
112,6,04,4546.96,1153.65,4403.79,1.29
151,27,04,2327.97,819.14,2218.93,1.35
152,17,04,4379.08,1434.4,4168.52,1.37
150,37,04,2838.04,775.21,2735.46,1.31
150,129,04,1200.07,369.91,1149.01,1.34
152,109,04,2946.4,788.2,2855.47,1.28
151,119,04,2271.96,705.42,2169.74,1.35
71,2,04,1677.46,524.36,1606.71,1.34
57,82,04,1408.44,524.98,1321.15,1.43
58,72,04,1348.46,609.74,1244.29,1.47
59,62,04,183.94,172.84,119.53,2.88
10,7,04,1494.32,565.17,1404.03,1.42
56,92,04,2902.91,884.0,2785.18,1.33
70,133,04,2364.08,830.72,2232.19,1.4
71,123,04,3033.98,901.08,2904.38,1.35
73,103,04,2592.22,738.24,2495.51,1.31
79,24,04,2086.67,721.8,1984.16,1.36
73,84,04,899.07,318.89,853.51,1.37
76,54,04,1106.27,427.04,1043.15,1.39
75,64,04,1932.26,618.56,1838.92,1.38
78,34,04,3485.94,949.59,3364.49,1.3
186,190,05,2886.64,1192.98,2658.5,1.5
189,160,05,1132.84,546.8,1010.08,1.64
188,170,05,4616.76,1233.53,4439.33,1.34
72,94,04,2249.45,704.79,2142.07,1.37
130,101,04,340.94,214.37,296.3,1.67
77,44,04,3517.88,1159.67,3321.47,1.42
74,74,04,317.91,285.64,210.88,2.63
15,85,05,1776.49,702.45,1644.59,1.49
7,165,05,1086.56,691.16,952.36,1.62
14,95,05,2353.78,741.69,2249.09,1.35
18,55,05,3432.84,1236.11,3235.65,1.4
4,195,05,458.5,380.61,343.04,2.3
19,45,05,3042.2,893.06,2917.33,1.34
6,175,05,3999.58,1522.09,3739.39,1.44
16,75,05,3122.91,1033.38,2964.07,1.39
9,145,05,3837.44,1135.3,3677.29,1.34
129,154,04,1607.71,559.34,1519.18,1.4
126,184,04,2172.67,599.21,2089.8,1.33
128,164,04,1792.25,465.41,1732.88,1.3
125,194,04,2657.51,820.76,2533.29,1.37
8,155,05,2769.84,962.44,2606.95,1.42
33,145,06,2507.97,895.75,2371.84,1.39
37,105,06,2213.19,1613.01,1885.53,1.69
127,174,04,2715.79,602.4,2645.95,1.26
35,125,06,2161.76,1066.01,1981.92,1.48
32,155,06,4469.83,1602.44,4195.97,1.43
34,188,04,1617.14,641.25,1507.03,1.45
38,148,04,1975.75,627.42,1887.7,1.35
33,198,04,2164.68,907.08,2057.73,1.34
30,175,06,5134.75,1624.22,4874.79,1.39
39,138,04,3123.71,884.54,3007.42,1.32
140,117,06,2241.45,1009.95,2065.51,1.49
141,107,06,1653.46,418.57,1597.25,1.31
34,135,06,3397.32,1686.02,3085.94,1.55
51,4,04,2575.62,610.53,2506.02,1.26
174,82,04,2231.1,797.82,2086.48,1.46
173,92,04,2284.07,660.36,2191.39,1.34
176,62,04,3508.04,1041.36,3354.5,1.36
177,52,04,3814.3,1249.63,3611.3,1.4
179,32,04,3514.98,987.09,3394.12,1.29
18,1,06,4704.18,1364.48,4516.63,1.33
86,6,04,2239.01,772.97,2112.17,1.41
62,162,05,2742.75,736.52,2643.28,1.32
66,122,05,2440.48,852.17,2304.51,1.4
55,2,06,1107.17,633.0,1013.44,1.47
68,102,05,2405.08,872.69,2247.08,1.52
64,142,05,2525.12,902.15,2364.75,1.45
61,172,05,3781.82,1064.99,3632.2,1.34
67,112,05,2500.36,858.51,2366.82,1.39
104,102,06,1050.41,431.56,978.11,1.46
101,132,06,842.67,493.73,737.23,1.67
103,112,06,291.84,353.93,180.65,2.95
65,132,05,2048.03,842.22,1902.03,1.46
100,142,06,1723.62,726.51,1584.57,1.52
102,122,06,1146.78,679.52,1027.79,1.56
111,189,05,3040.59,899.76,2934.41,1.3
113,169,05,4403.26,1070.13,4261.38,1.3
75,53,04,2950.73,954.75,2798.77,1.39
112,179,05,3691.95,1053.2,3553.77,1.32
79,13,04,2053.76,587.99,1976.05,1.32
119,109,05,866.69,352.32,805.37,1.46
71,93,04,2181.24,603.2,2100.48,1.32
115,149,05,2101.45,584.41,2026.21,1.31
20,3,05,2842.66,957.32,2708.0,1.36
77,33,04,3205.22,1077.56,3042.38,1.38
118,119,05,1327.51,278.43,1297.82,1.24
78,23,04,3430.5,1474.75,3173.78,1.47
31,8,06,3013.04,967.46,2879.51,1.35
8,178,06,3017.91,1362.1,2762.31,1.52
114,159,05,2574.85,696.83,2478.86,1.33
72,83,04,1354.0,518.24,1260.66,1.46
9,168,06,1956.74,850.82,1800.42,1.5
117,129,05,1013.37,380.5,962.24,1.36
74,63,04,987.87,395.31,914.63,1.49
17,88,06,2227.44,781.49,2106.26,1.4
50,140,06,2715.76,931.44,2570.8,1.39
53,110,06,2591.51,1184.65,2379.45,1.5
116,139,05,2471.07,824.12,2372.58,1.31
52,120,06,2461.39,926.22,2300.69,1.45
76,43,04,3026.82,834.07,2916.55,1.31
170,50,05,3728.36,1227.44,3550.71,1.36
171,40,05,4050.46,1308.52,3836.98,1.4
174,10,05,3270.81,1094.83,3096.82,1.4
8,84,04,1976.99,618.11,1883.59,1.37
51,130,06,1136.26,485.96,1063.6,1.41
9,74,04,1833.44,699.73,1715.67,1.44
16,98,06,3279.59,1625.49,3012.55,1.48
73,73,04,195.61,190.24,119.55,2.8
7,94,04,2652.51,1030.59,2458.56,1.49
173,20,05,3182.38,833.62,3076.21,1.3
172,30,05,4597.77,1311.6,4420.3,1.32
54,100,06,1239.0,609.07,1127.21,1.53
53,68,04,901.32,429.24,820.54,1.52
52,78,04,2624.78,755.27,2521.21,1.33
26,130,06,2100.48,896.99,1963.95,1.42
50,98,04,1291.28,430.01,1230.07,1.36
29,100,06,2073.22,960.8,1909.99,1.49
54,58,04,211.31,188.3,169.33,1.91
27,120,06,1974.79,1380.8,1720.39,1.61
99,189,06,2863.03,924.24,2713.08,1.4
55,48,04,665.69,422.23,571.1,1.71
24,150,06,3647.59,1082.27,3495.7,1.34
6,198,06,5695.8,1824.65,5407.45,1.39
51,88,04,870.01,375.87,807.59,1.46
23,160,06,3533.27,1179.41,3333.77,1.42
58,18,04,2760.92,945.62,2627.49,1.36
100,24,05,1651.94,633.56,1548.08,1.43
101,14,05,1813.29,598.33,1736.58,1.33
7,188,06,4183.32,1552.19,3923.55,1.43
89,9,04,1942.74,726.99,1812.82,1.46
57,28,04,2110.32,645.48,2019.26,1.34
21,180,06,3276.07,1481.02,2982.4,1.54
137,159,04,1148.93,454.67,1068.95,1.47
134,189,04,1037.34,450.05,953.85,1.5
136,169,04,4665.45,1017.31,4542.33,1.27
135,179,04,2304.91,887.01,2132.23,1.51
138,149,04,903.71,338.5,846.47,1.44
22,170,06,3194.62,1178.35,3007.73,1.42
139,139,04,256.26,358.1,138.9,2.85
151,24,05,3535.71,1107.68,3381.43,1.35
152,14,05,3752.41,1116.22,3590.18,1.35
150,34,05,3366.65,1002.84,3229.31,1.33
25,140,06,3289.32,1016.39,3126.49,1.39
98,166,06,4029.59,1540.99,3733.54,1.5
95,196,06,1582.32,824.76,1423.78,1.57
96,186,06,1730.75,812.42,1584.83,1.5
28,110,06,729.88,816.26,546.66,2.01
99,156,06,2798.21,915.05,2654.22,1.39
97,176,06,3266.03,1277.1,3024.95,1.49
20,190,06,4487.47,1779.35,4168.96,1.46
19,68,06,4383.82,1441.21,4157.03,1.39
79,174,04,2805.73,931.87,2655.27,1.4
77,194,04,2599.79,914.31,2443.62,1.43
47,179,04,3787.64,1218.48,3588.23,1.4
49,159,04,3180.16,964.1,3020.81,1.4
46,189,04,3414.82,947.56,3278.18,1.34
67,116,05,2770.81,837.22,2657.48,1.33
61,176,05,3786.77,984.92,3653.69,1.32
62,166,05,3242.16,1117.38,3073.21,1.38
48,169,04,3842.45,1120.07,3678.99,1.35
66,126,05,2107.27,731.04,1995.28,1.39
60,186,05,2078.72,856.62,1935.65,1.44
78,184,04,3530.39,1239.84,3318.75,1.43
64,146,05,2587.33,807.94,2447.76,1.42
125,2,06,3704.34,1365.98,3446.2,1.48
68,106,05,2476.14,780.58,2353.51,1.39
97,21,05,1803.53,715.99,1688.91,1.43
92,71,05,1892.74,644.36,1800.72,1.36
91,81,05,445.92,291.99,384.46,1.72
94,51,05,1976.48,649.22,1873.52,1.39
90,91,05,365.71,283.88,284.48,2.08
18,78,06,3913.24,1649.66,3573.56,1.55
65,136,05,2259.49,563.56,2183.2,1.31
95,41,05,2609.53,884.95,2455.85,1.43
93,61,05,2489.93,974.82,2313.22,1.47
63,156,05,2879.86,722.27,2800.28,1.26
96,31,05,2683.24,924.11,2545.48,1.38
103,101,06,1089.96,497.61,1007.78,1.48
98,11,05,2425.28,780.22,2315.45,1.35
102,111,06,728.15,517.09,644.27,1.6
78,5,04,1235.03,540.19,1141.15,1.48
101,121,06,1095.7,576.68,989.63,1.55
100,131,06,783.29,483.91,670.39,1.78
184,137,04,1963.19,512.19,1897.27,1.3
180,177,04,2609.48,728.21,2516.33,1.31
183,147,04,2390.94,792.9,2274.26,1.37
181,167,04,4140.19,1155.75,3981.5,1.33
182,157,04,1243.16,685.76,1079.82,1.7
186,117,04,2705.32,641.98,2631.97,1.26
151,96,04,1672.49,614.66,1561.75,1.46
158,26,04,3082.31,1041.25,2903.49,1.43
155,56,04,2742.84,989.48,2564.78,1.46
154,66,04,1873.29,712.14,1736.98,1.49
159,16,04,3051.28,1089.6,2856.13,1.45
152,86,04,3034.56,929.78,2887.78,1.38
131,11,05,2661.32,887.84,2539.59,1.35
130,21,05,2088.3,828.31,1955.89,1.43
153,76,04,4012.45,1094.78,3866.04,1.32
156,46,04,3298.15,1051.69,3125.24,1.4
35,106,05,1991.52,824.0,1883.01,1.37
