Name,ID,Vicinity,latitude,longitude,Rating,Url
St. John's Paid Parking,ChIJv8Gwr2YVrjsRHk-1zca0eS4,"WJH9+G8R, 1st Cross Rd, Santhosapuram, John Nagar, Koramangala, Bengaluru",12.928863,77.6182811,4.4,https://www.google.com/maps/place/?q=place_id:ChIJv8Gwr2YVrjsRHk-1zca0eS4
Olive Tower Parking (Park West),ChIJ2xh_Akw_rjsRdly19fF_yVQ,"3, 8th Cross Rd, Padarayanapura, Ranganatha Colony, Jagajeevanram Nagar, Bengaluru",12.9654449,77.5583468,0,https://www.google.com/maps/place/?q=place_id:ChIJ2xh_Akw_rjsRdly19fF_yVQ
Aristo Parking,ChIJd5wtl5cUrjsRPd1fDKXQlFY,"75, 9th Cross Rd, ITI Layout, Sector 7, HSR Layout, Bengaluru",12.9036068,77.6410712,1,https://www.google.com/maps/place/?q=place_id:ChIJd5wtl5cUrjsRPd1fDKXQlFY
Shree Bhuvaneswari Car Parking,ChIJxSfX6N8VrjsRiQdDpTphfkY,"8-45, Old Taluk Cutchery Rd, Halsurpete, Nagarathpete, Bengaluru",12.9657275,77.5861545,4.4,https://www.google.com/maps/place/?q=place_id:ChIJxSfX6N8VrjsRiQdDpTphfkY
S C L Car parking,ChIJXwg6Ltg9rjsRqpHCzcXfEOw,"2F6W+5F7, Kalika Nagar, Peenya, Bengaluru",13.0104065,77.4961575,0,https://www.google.com/maps/place/?q=place_id:ChIJXwg6Ltg9rjsRqpHCzcXfEOw
Parking here,ChIJC9drTesVrjsRxHwEPBJKslE,"WHVH+HXV, Basavanagudi, Bengaluru",12.9439887,77.5799201,3,https://www.google.com/maps/place/?q=place_id:ChIJC9drTesVrjsRxHwEPBJKslE
SDS TRC Staff Car Parking,ChIJuWBSxSUVrjsRebXPdugCwkI,"WHQR+MHH, 1st Block, Jaya Nagar East, Hombegowda Nagar, Bengaluru",12.9392187,77.5914604,0,https://www.google.com/maps/place/?q=place_id:ChIJuWBSxSUVrjsRebXPdugCwkI
Car Parking Place,ChIJzw60rRlrrjsRkobUaTBomLU,"RH7G+QJ9 Park And Garden, Bengaluru",12.8139149,77.5767565,5,https://www.google.com/maps/place/?q=place_id:ChIJzw60rRlrrjsRkobUaTBomLU
SSR Visitor's Parking Lot 1,ChIJHTwT5DQTrjsRd1_vU1cIGnw,"1, Borewell Rd, Palm Meadows, Nallurhalli, Whitefield, Bengaluru",12.9693509,77.7389302,5,https://www.google.com/maps/place/?q=place_id:ChIJHTwT5DQTrjsRd1_vU1cIGnw
Zoom car parking (KA03NH8364),ChIJm6XE-fQTrjsRWeQYPb8Ay-A,"105, BWSSB Rd, Belur Nagasandra, Bellandur, Bengaluru",12.9430025,77.6537634,0,https://www.google.com/maps/place/?q=place_id:ChIJm6XE-fQTrjsRWeQYPb8Ay-A
Brand Factory 2 Wheeler Parking,ChIJ2Qg15McVrjsRoD4_XZVYwFU,"WHWW+57X, Hosur Main Road, Lakkasandra, Hombegowda Nagar, Bengaluru",12.9455112,77.5959492,3.5,https://www.google.com/maps/place/?q=place_id:ChIJ2Qg15McVrjsRoD4_XZVYwFU
Metro PARKING SERVICE,ChIJD30k-iIXrjsRuJfU3kb7-Fo,"Kempegowda road #9, opp. to POTHYS, Bengaluru",12.9770286,77.5773054,0,https://www.google.com/maps/place/?q=place_id:ChIJD30k-iIXrjsRuJfU3kb7-Fo
Metro Station Parking Lot,ChIJz38K0mg-rjsRsMzxnHyaeLw,"321/A, Mysore Rd, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",12.9466822,77.5290355,4.1,https://www.google.com/maps/place/?q=place_id:ChIJz38K0mg-rjsRsMzxnHyaeLw
Auto Rikshaw Parking,ChIJUzDLgVtsrjsRaHq2N8L3C4U,"RMGJ+XXF, RK City, Kammasandra, Electronic City, Bengaluru",12.8274293,77.6824252,5,https://www.google.com/maps/place/?q=place_id:ChIJUzDLgVtsrjsRaHq2N8L3C4U
SLV Parking,ChIJcTILuzNsrjsR2yCZepZdyt4,"RM4W+G7V, Bommasandra Industrial Area, Bommasandra",12.8063703,77.6956769,5,https://www.google.com/maps/place/?q=place_id:ChIJcTILuzNsrjsR2yCZepZdyt4
Banashankari TTMC Parking,ChIJbdbJLHgVrjsRQQ-RK4NKt18,"WH8F+V9J, Banashankari, Bengaluru",12.917206,77.573394,4.3,https://www.google.com/maps/place/?q=place_id:ChIJbdbJLHgVrjsRQQ-RK4NKt18
Shree Bhuvaneshwari Parking / OTC ROAD - Park+,ChIJ3ZmkKNUXrjsRV3-D3Dug9_Y,"2 Dharmaraya Swamy Temple Street, Old Taluk Cutchery Rd, Bengaluru",12.9678953,77.5790645,0,https://www.google.com/maps/place/?q=place_id:ChIJ3ZmkKNUXrjsRV3-D3Dug9_Y
Parking,ChIJzyKUCOIUrjsR2xK0L6tcdk8,"WJ45+H6M, Mahadeshwara Nagar, Stage 2, BTM Layout, Bengaluru",12.90647,77.6080388,3.7,https://www.google.com/maps/place/?q=place_id:ChIJzyKUCOIUrjsR2xK0L6tcdk8
Pay & Park,ChIJSTf6oW8XrjsRw9rONZjVLFA,"70,ASK Complex, Ibrahim Sahib St, next to new woody s restaurant, Tasker Town, Shivaji Nagar, Bengaluru",12.9825724,77.6096562,4,https://www.google.com/maps/place/?q=place_id:ChIJSTf6oW8XrjsRw9rONZjVLFA
IIITB Car Parking,ChIJlSeK6NJtrjsRveNm4V6kASw,"Boy's Hostel, IIIT, Basement, Bengaluru",12.8435696,77.6628059,0,https://www.google.com/maps/place/?q=place_id:ChIJlSeK6NJtrjsRveNm4V6kASw
PES Car Parking,ChIJHfqhck8_rjsRaQkGXLJMzFc,"WGMM+XRJ, PES University Rd, Dwaraka Nagar, Banashankari, Bengaluru",12.9348305,77.5344678,0,https://www.google.com/maps/place/?q=place_id:ChIJHfqhck8_rjsRaQkGXLJMzFc
Karnataka High Court Parking Ground,ChIJPwJ3rnQXrjsRUBA9QiOslvY,"XHHV+MHX, Ambedkar Veedhi, Bengaluru",12.9792305,77.5939743,4,https://www.google.com/maps/place/?q=place_id:ChIJPwJ3rnQXrjsRUBA9QiOslvY
Parking Lot,ChIJbeqOUMEVrjsRm9YXc820njg,"WHXQ+RX4, Unnamed Road, Mavalli, Bengaluru",12.9495164,77.5899412,4.5,https://www.google.com/maps/place/?q=place_id:ChIJbeqOUMEVrjsRm9YXc820njg
Rezervd Smart Parking,ChIJLcMrT2EXrjsR8p_y13XhLIg,"No.18, Lewis Tech Park, Ground Floor, VP Deenadayalu Naidu Rd, Bengaluru",12.9973248,77.6007692,5,https://www.google.com/maps/place/?q=place_id:ChIJLcMrT2EXrjsR8p_y13XhLIg
Car Parking,ChIJ5cqvSGgWrjsRDhn6jJxwacA,"14-15, Cunningham Rd, Vasanth Nagar, Bengaluru",12.988043,77.5941386,0,https://www.google.com/maps/place/?q=place_id:ChIJ5cqvSGgWrjsRDhn6jJxwacA
Baiyappanahalli Parking Backside,ChIJPRA7RfkXrjsRKvPCWRxh02o,"XMR2+JJ8, Sadanandanagar, Bennigana Halli, Bengaluru",12.9915352,77.6515927,4,https://www.google.com/maps/place/?q=place_id:ChIJPRA7RfkXrjsRKvPCWRxh02o
Open Parking,ChIJ9_M_dI8TrjsRluHBMwXf7Dg,"2, Varthur Rd, Thubarahalli, Whitefield, Bengaluru",12.9556625,77.7249398,0,https://www.google.com/maps/place/?q=place_id:ChIJ9_M_dI8TrjsRluHBMwXf7Dg
